vessel,service,ata,atb,ats,liner,berth window,berth,berth status
LOG-IN JACARANDA 084N,SAS,16/10/2017 16:00,17/10/2017 02:55,17/10/2017 15:10,LOG,16/10/2017 19:00,1,IN
MAERSK LIMA 1712,SAMBA,16/10/2017 19:00,16/10/2017 20:35,18/10/2017 00:40,MAE,15/10/2017 13:00,2,OUT
MSC BARCELONA UA 738A,USA-STRING,16/10/2017 05:42,16/10/2017 13:45,18/10/2017 02:10,MSC,16/10/2017 07:00,3,IN
MOL ANCHORAGE 740B,IPANE-ASAS,17/10/2017 02:12,17/10/2017 20:05,19/10/2017 00:45,MOL,17/10/2017 07:00,1,IN
ANGELES 1720,EXTRA CALL,17/10/2017 13:48,18/10/2017 07:50,19/10/2017 06:50,MAE,,2,OUT
MSC MARINA UA 740R,USA-STRING,15/10/2017 22:42,18/10/2017 08:20,19/10/2017 11:05,MSC,14/10/2017 07:00,3,OUT
ALDEBARAN 046S,SAS,17/10/2017 05:00,19/10/2017 03:00,19/10/2017 16:15,LOG,17/10/2017 13:00,1,IN
RIO BARROW NA 741R,NWC1,18/10/2017 00:54,19/10/2017 15:20,20/10/2017 15:35,HLC,19/10/2017 19:00,3,IN
MSC VITA SS 740R,SPAIN,18/10/2017 04:18,19/10/2017 10:15,21/10/2017 01:45,MSC,17/10/2017 07:00,2,OUT
MERCOSUL SUAPE 1722,MERCO,20/10/2017 18:00,20/10/2017 19:20,21/10/2017 04:05,MER,20/10/2017 13:00,3,OUT
TALASSA XA 740R,EXTRA CALL,12/10/2017 14:00,19/10/2017 19:25,21/10/2017 11:10,MSC,,1,OUT
MSC KRYSTAL UA 741R,USA-STRING,21/10/2017 05:00,21/10/2017 07:15,21/10/2017 20:15,MSC,21/10/2017 07:00,3,IN
NORTHERN MAJESTIC MM 741R,WMED,21/10/2017 00:30,21/10/2017 10:20,22/10/2017 07:45,MSC,20/10/2017 19:00,2,OUT
MSC ALESSIA MM 739A,WMED,21/10/2017 13:00,21/10/2017 16:10,22/10/2017 12:05,MSC,21/10/2017 19:00,1,IN
MAERSK LINS 1712,SAMBA,22/10/2017 10:00,22/10/2017 11:35,23/10/2017 02:20,MAE,22/10/2017 13:00,2,IN
MSC ANTONELLA FI 737A,IPANE-ASAS,21/10/2017 22:30,22/10/2017 00:20,23/10/2017 06:50,MSC,22/10/2017 01:00,3,IN
CS SETUBAL LP 741A,PARANA,18/10/2017 07:50,22/10/2017 16:25,23/10/2017 13:40,MSC,12/10/2017 01:00,1,OUT
MSC CADIZ UA 739A,USA-STRING,23/10/2017 03:00,23/10/2017 05:55,23/10/2017 23:40,MSC,23/10/2017 07:00,2,IN
CONTSHIP OAK LP 742A,PARANA,19/10/2017 21:42,23/10/2017 10:25,24/10/2017 11:05,MSC,02/11/2017 01:00,3,IN
BOMAR RESOLVE 014N,SAS,23/10/2017 11:30,23/10/2017 17:35,24/10/2017 10:30,LOG,23/10/2017 19:00,1,IN
MERCOSUL MANAUS 1721,SAS,24/10/2017 03:00,24/10/2017 04:55,24/10/2017 19:35,MER,24/10/2017 13:00,2,IN
MSC LILY NA 739A,NWC1,25/10/2017 04:30,25/10/2017 06:20,26/10/2017 13:05,MSC,24/10/2017 19:00,3,OUT
MSC MELINE SS 741R,SPAIN,25/10/2017 00:30,25/10/2017 02:05,27/10/2017 16:40,MSC,24/10/2017 07:00,1,OUT
ALIANCA SANTOS 147N,ALCT2,27/10/2017 02:00,27/10/2017 04:45,27/10/2017 16:10,ALI,27/10/2017 13:00,3,IN
MSC NAOMI FI 741R,IPANE-ASAS,26/10/2017 19:00,26/10/2017 20:35,28/10/2017 08:35,MSC,26/10/2017 13:00,2,OUT
CMA CGM MAGDALENA 277 NSS,NEO BOSSA,27/10/2017 17:00,27/10/2017 22:00,28/10/2017 11:10,CMA,28/10/2017 01:00,3,IN
RIO DE JANEIRO 738N,WMED,27/10/2017 11:48,28/10/2017 02:10,28/10/2017 16:15,HAM,24/10/2017 01:00,1,OUT
LOG-IN RESILIENTE 006N,VITORIA,27/10/2017 11:50,28/10/2017 15:20,29/10/2017 18:20,LOG,20/10/2017 19:00,3,OUT
MSC ARICA NA 742R,NWC1,27/10/2017 22:12,28/10/2017 14:20,29/10/2017 22:35,MSC,26/10/2017 07:00,2,OUT
MAERSK SHIVLING 738W,IPANE-ASAS,28/10/2017 19:57,28/10/2017 21:40,30/10/2017 07:40,MAE,29/10/2017 01:00,1,IN
MAERSK LAVRAS 1704,SAMBA,29/10/2017 09:00,29/10/2017 21:30,31/10/2017 01:15,MAE,29/10/2017 13:00,3,IN
MSC BARCELONA UA 742R,USA-STRING,28/10/2017 06:06,30/10/2017 01:35,31/10/2017 01:40,MSC,29/10/2017 07:00,2,IN
ALDEBARAN 047N,SAS,30/10/2017 12:00,30/10/2017 13:50,31/10/2017 14:35,LOG,30/10/2017 19:00,1,IN
MSC MAUREEN UA 740A,USA-STRING,30/10/2017 22:00,31/10/2017 05:45,01/11/2017 02:50,MSC,30/10/2017 07:00,2,OUT
LOG-IN JACARANDA 084S,SAS,30/10/2017 07:20,31/10/2017 17:05,01/11/2017 08:20,LOG,31/10/2017 13:00,1,IN
RIO NEGRO 701W,EXTRA CALL,30/10/2017 21:18,31/10/2017 05:20,01/11/2017 14:45,MAE,-,3,OUT
ALIANCA MANAUS 154N,ALCT2,31/10/2017 07:00,01/11/2017 17:15,02/11/2017 04:05,ALI,03/11/2017 13:00,3,IN
MSC SARA ELENA FI 742R,IPANE-ASAS,31/10/2017 00:30,01/11/2017 07:25,02/11/2017 15:30,MSC,02/11/2017 13:00,2,IN
UASC UMM QASR NA 740A,NWC1,31/10/2017 20:00,01/11/2017 12:20,02/11/2017 22:25,HLC,31/10/2017 19:00,1,OUT
UASC ZAMZAM NA 743R,NWC1,01/11/2017 21:43,02/11/2017 21:35,03/11/2017 12:55,HLC,02/11/2017 07:00,2,IN
MSC AGADIR SS 742R,SPAIN,01/11/2017 03:30,02/11/2017 09:00,04/11/2017 04:15,MSC,31/10/2017 07:00,3,OUT
MERCOSUL ITAJAI 1724,MERCO,03/11/2017 16:35,03/11/2017 21:05,04/11/2017 08:35,MER,04/11/2017 07:00,1,IN
MAERSK LABERINTO 1711,NEO BOSSA,03/11/2017 17:00,03/11/2017 19:03,04/11/2017 11:20,MAE,04/11/2017 01:00,2,IN
LOG-IN RESILIENTE 007N,VITORIA,04/11/2017 09:00,04/11/2017 15:05,05/11/2017 17:20,LOG,27/10/2017 19:00,1,OUT
MSC LORETTA XA 738A,EXTRA CALL,03/11/2017 13:04,04/11/2017 07:20,05/11/2017 23:10,MSC,-,3,OUT
MAERSK LETICIA 739W,IPANE-ASAS,04/11/2017 20:30,04/11/2017 22:00,06/11/2017 07:35,MAE,05/11/2017 01:00,2,IN
MSC CADIZ UA 743R,USA-STRING,03/11/2017 01:42,05/11/2017 21:00,06/11/2017 19:00,MSC,29/10/2017 07:00,1,OUT
RIO NEGRO 701E,EXTRA CALL,05/11/2017 06:18,06/11/2017 11:55,07/11/2017 06:45,MAE,-,2,OUT
MSC MARTA UA 741A,USA-STRING,06/11/2017 06:30,06/11/2017 11:05,07/11/2017 17:05,MSC,30/10/2017 07:00,3,OUT
MERCOSUL MANAUS 1722,SAS,06/11/2017 15:30,06/11/2017 22:50,07/11/2017 17:00,MER,30/10/2017 19:00,1,OUT
MSC ALESSIA MM 743R,WMED,03/11/2017 12:45,07/11/2017 12:35,08/11/2017 08:15,MSC,31/10/2017 01:00,2,OUT
BOMAR RESOLVE 014S,SAS,07/11/2017 06:54,07/11/2017 21:30,08/11/2017 13:45,LOG,07/11/2017 13:00,3,IN
MSC ELODIE NA 741A,NWC1,07/11/2017 09:24,07/11/2017 20:45,08/11/2017 18:15,MSC,07/11/2017 19:00,1,IN
MSC ANTONELLA FI 743R,IPANE-ASAS,06/11/2017 08:00,08/11/2017 12:30,10/11/2017 11:35,MSC,09/11/2017 13:00,2,IN
MSC AMALFI MM 741A,WMED,08/11/2017 22:00,09/11/2017 00:10,10/11/2017 04:15,MSC,08/11/2017 07:00,1,OUT
MSC AZOV SS 743R,SPAIN,06/11/2017 11:24,08/11/2017 17:00,10/11/2017 21:50,MSC,31/10/2017 07:00,3,OUT
LOG-IN JATOBÁ 145N,MERCO,10/11/2017 19:30,10/11/2017 20:50,11/11/2017 07:10,LOG,11/11/2017 07:00,2,IN
MSC LILY NA 744R,NWC1,09/11/2017 07:00,10/11/2017 11:00,11/11/2017 16:50,MSC,09/11/2017 07:00,1,IN
MAERSK LAMANAI 1711,NEO BOSSA,11/11/2017 14:00,11/11/2017 15:30,12/11/2017 06:15,MAE,11/11/2017 01:00,3,OUT
CMA CGM MAGDALENA 278 NSN,NEO BOSSA,11/11/2017 22:30,12/11/2017 00:00,13/11/2017 02:40,CMA,12/11/2017 01:00,2,IN
MAERSK SHAMS 740W,IPANE-ASAS,11/11/2017 20:00,11/11/2017 22:00,13/11/2017 03:45,MAE,12/11/2017 01:00,1,IN
LOG-IN RESILIENTE 008N,VITORIA,12/11/2017 22:30,13/11/2017 00:45,13/11/2017 19:05,LOG,10/11/2017 19:00,3,OUT
MSC VANESSA UA 742A,USA-STRING,13/11/2017 03:00,13/11/2017 07:55,14/11/2017 13:15,MSC,13/11/2017 07:00,1,IN
MSC LORETTA MM 744R,WMED,13/11/2017 04:00,13/11/2017 08:40,14/11/2017 14:45,MSC,14/11/2017 01:00,2,IN
MSC MAUREEN UA 744R,USA-STRING,10/11/2017 23:00,13/11/2017 22:35,15/11/2017 12:10,MSC,05/11/2017 07:00,3,OUT
CCNI ANDES NA 742A,NWC1,14/11/2017 16:00,14/11/2017 18:05,15/11/2017 20:20,HLC,14/11/2017 19:00,2,IN
CSAV TRAIGUEN MM 742A,WMED,15/11/2017 09:25,15/11/2017 17:05,16/11/2017 09:15,MSC,15/11/2017 07:00,3,OUT
UASC UMM QASR NA 745R,NWC1,16/11/2017 06:00,16/11/2017 07:30,17/11/2017 06:00,HLC,16/11/2017 07:00,2,IN
LOG-IN JACARANDA 085N,SAS,14/11/2017 00:15,16/11/2017 13:30,17/11/2017 11:10,LOG,13/11/2017 19:00,3,OUT
MAERSK SHIVLING 738E,IPANE-ASAS,14/11/2017 16:36,15/11/2017 06:35,17/11/2017 16:45,MAE,16/11/2017 13:00,1,IN
AMERICO VESPUCIO 039N,ALCT2,16/11/2017 12:00,17/11/2017 08:10,17/11/2017 21:15,ALI,17/11/2017 13:00,2,IN
RITA 001S,SAS,14/11/2017 12:00,17/11/2017 17:55,18/11/2017 05:45,LOG,14/11/2017 13:00,1,IN
MAERSK LOTA 1711,NEO BOSSA,17/11/2017 12:00,17/11/2017 15:00,18/11/2017 06:45,MAE,18/11/2017 01:00,3,IN
MERCOSUL SUAPE 1724,MERCO,17/11/2017 19:00,18/11/2017 00:25,18/11/2017 11:15,MER,18/11/2017 07:00,2,IN
MSC MARTA UA 745R,USA-STRING,17/11/2017 07:18,18/11/2017 10:25,19/11/2017 06:40,MSC,19/11/2017 07:00,3,IN
LOG-IN RESILIENTE 009N,VITORIA,19/11/2017 01:00,19/11/2017 02:20,19/11/2017 16:20,LOG,10/11/2017 19:00,2,OUT
MAERSK LABERINTO 1712,NEO BOSSA,17/11/2017 12:42,18/11/2017 10:00,20/11/2017 00:10,MAE,19/11/2017 01:00,1,IN
MAERSK SIRAC 741W,IPANE-ASAS,19/11/2017 13:00,19/11/2017 14:10,20/11/2017 22:05,MAE,19/11/2017 01:00,3,OUT
MSC MARGARITA UA 743A,USA-STRING,20/11/2017 03:00,20/11/2017 04:10,20/11/2017 22:40,MSC,20/11/2017 07:00,2,IN
BOMAR RESOLVE 015N,SAS,20/11/2017 11:00,21/11/2017 03:50,21/11/2017 16:40,LOG,20/11/2017 19:00,3,IN
MSC BRUNELLA NA 743A,NWC1,21/11/2017 02:00,21/11/2017 05:15,22/11/2017 08:45,MSC,21/11/2017 19:00,1,IN
MERCOSUL MANAUS 1723,SAS,21/11/2017 05:30,21/11/2017 06:50,22/11/2017 02:10,MER,21/11/2017 13:00,2,IN
MSC AJACCIO MM 743A,WMED,21/11/2017 21:30,22/11/2017 05:35,23/11/2017 16:45,MSC,22/11/2017 07:00,2,IN
MSC AMALFI MM 745R,WMED,20/11/2017 05:18,21/11/2017 23:35,24/11/2017 06:40,MSC,21/11/2017 01:00,3,IN
MAERSK LETICIA 739E,IPANE-ASAS,23/11/2017 07:00,23/11/2017 08:45,26/11/2017 08:15,MAE,23/11/2017 13:00,1,IN
MSC ELODIE NA 746R,NWC1,23/11/2017 10:00,23/11/2017 20:15,24/11/2017 22:15,MSC,23/11/2017 07:00,2,OUT
CMA CGM RIO GRANDE 285NSS,NEO BOSSA,24/11/2017 15:00,24/11/2017 16:45,25/11/2017 14:05,CMA,25/11/2017 01:00,3,IN
MERCOSUL SANTOS 1724,MERCO,25/11/2017 03:10,25/11/2017 18:25,25/11/2017 23:35,MAE,25/11/2017 07:00,3,IN
MSC VANESSA UA 746R,USA-STRING,23/11/2017 23:54,25/11/2017 13:25,26/11/2017 08:35,MSC,26/11/2017 07:00,2,IN
MAERSK LAMANAI 1712,NEO BOSSA,26/11/2017 00:00,26/11/2017 03:00,27/11/2017 03:15,MAE,26/11/2017 01:00,3,IN
LOG-IN RESILIENTE 010N,VITORIA,25/11/2017 13:18,26/11/2017 13:35,27/11/2017 17:40,LOG,24/11/2017 19:00,2,OUT
MSC JEONGMIN FI 742A,IPANE-ASAS,26/11/2017 06:00,26/11/2017 12:25,27/11/2017 21:50,MSC,19/11/2017 01:00,1,OUT
MSC MARINA UA 744A,USA-STRING,27/11/2017 03:00,27/11/2017 06:55,28/11/2017 08:35,MSC,27/11/2017 07:00,3,IN
RITA 002N,SAS,27/11/2017 12:00,28/11/2017 03:25,28/11/2017 17:20,LOG,27/11/2017 19:00,1,IN
CSAV TRAIGUEN MM 746R,WMED,27/11/2017 03:48,27/11/2017 20:45,28/11/2017 22:00,HLC,28/11/2017 01:00,2,IN
LOG-IN JACARANDA 085S,SAS,27/11/2017 00:55,28/11/2017 21:20,29/11/2017 07:50,LOG,28/11/2017 13:00,1,IN
UASC AL KHOR NA 744A,NWC1,28/11/2017 05:30,28/11/2017 13:55,29/11/2017 13:10,HLC,28/11/2017 19:00,3,IN
MSC VITA MM 744A,WMED,28/11/2017 22:00,29/11/2017 02:10,29/11/2017 19:15,MSC,29/11/2017 07:00,2,IN
AMERICO VESPUCIO 039S,ALCT2,30/11/2017 05:50,01/12/2017 03:50,01/12/2017 14:10,ALI,01/12/2017 13:00,3,IN
CCNI ANDES NA 747R,NWC1,29/11/2017 19:00,01/12/2017 02:40,02/12/2017 04:45,HLC,30/11/2017 07:00,1,IN
CS SETUBAL LP 747A,EXTRA CALL,29/11/2017 23:43,01/12/2017 03:25,01/12/2017 17:50,MSC,-,2,OUT
MAERSK LABREA 1713,NEO BOSSA,01/12/2017 19:00,01/12/2017 21:40,02/12/2017 12:25,MAE,02/12/2017 01:00,2,IN
MSC MARGARITA UA 747R,USA-STRING,30/11/2017 12:06,01/12/2017 22:20,03/12/2017 15:15,MSC,03/12/2017 07:00,3,IN
MERCOSUL ITAJAI 1726,MERCO,01/12/2017 23:00,02/12/2017 09:25,02/12/2017 17:45,MER,02/12/2017 07:00,1,IN
MAERSK LOTA 1712,NEO BOSSA,02/12/2017 01:40,02/12/2017 15:45,03/12/2017 14:45,MAE,03/12/2017 01:00,2,IN
MAERSK SHAMS 740E,IPANE-ASAS,02/12/2017 08:30,02/12/2017 20:45,05/12/2017 02:15,MAE,30/11/2017 13:00,1,OUT
LOG-IN RESILIENTE 011N,VITORIA,02/12/2017 22:30,03/12/2017 19:25,04/12/2017 10:50,MSC,01/12/2017 19:00,3,OUT
MAERSK LAGUNA 743W,IPANE-ASAS,03/12/2017 00:06,03/12/2017 19:05,06/12/2017 00:15,MAE,03/12/2017 01:00,2,IN
MSC KRYSTAL UA 745A,USA-STRING,04/12/2017 00:30,04/12/2017 14:15,05/12/2017 16:15,MSC,04/12/2017 07:00,3,IN
MSC AJACCIO MM 747R,WMED,04/12/2017 00:30,05/12/2017 06:05,06/12/2017 08:50,MSC,05/12/2017 01:00,1,IN
MSC MELINE MM 745A,WMED,05/12/2017 22:00,05/12/2017 23:35,06/12/2017 20:40,MSC,06/12/2017 07:00,3,IN
MSC PALAK NA 745A,NWC1,06/12/2017 23:00,07/12/2017 00:30,08/12/2017 00:25,MSC,05/12/2017 19:00,3,OUT
MSC BRUNELLA NA 748R,NWC1,07/12/2017 04:00,07/12/2017 05:35,08/12/2017 03:15,MSC,07/12/2017 07:00,2,IN
VICENTE PINZON 029S,ALCT2,04/12/2017 04:42,08/12/2017 02:20,08/12/2017 18:15,ALI,08/12/2017 13:00,3,IN
MAERSK SIRAC 741E,IPANE-ASAS,07/12/2017 04:40,07/12/2017 12:20,09/12/2017 08:45,MAE,07/12/2017 13:00,1,IN
MSC MARINA UA 748R,USA-STRING,08/12/2017 05:30,08/12/2017 07:05,09/12/2017 09:15,MSC,10/12/2017 07:00,2,IN
MAERSK LIMA 1713,NEO BOSSA,08/12/2017 15:00,08/12/2017 21:30,09/12/2017 16:20,MAE,09/12/2017 01:00,3,IN
CMA CGM RIO GRANDE 286 NSN,NEO BOSSA,09/12/2017 07:10,09/12/2017 14:35,11/12/2017 01:50,CMA,10/12/2017 01:00,1,IN
LOG-IN RESILIENTE 012N,VITORIA,09/12/2017 17:00,09/12/2017 19:30,10/12/2017 18:45,MSC,08/12/2017 19:00,2,OUT
MOL LONDRINA 744A,IPANE-ASAS,09/12/2017 23:00,10/12/2017 01:20,11/12/2017 07:45,MSC,10/12/2017 01:00,3,IN
CAPE MANILA XA 748A,EXTRA CALL,08/12/2017 08:00,10/12/2017 23:05,12/12/2017 08:50,MSC,-,2,OUT
MSC VITA MM 748R,WMED,11/12/2017 05:30,11/12/2017 12:00,12/12/2017 20:10,MSC,12/12/2017 01:00,1,IN
MSC BARCELONA UA 746A,USA-STRING,11/12/2017 10:00,11/12/2017 12:45,12/12/2017 13:15,MSC,11/12/2017 07:00,3,OUT
MSC ARICA NA 746A,NWC1,12/12/2017 05:48,12/12/2017 12:40,13/12/2017 10:15,MSC,12/12/2017 19:00,2,IN
MSC AGADIR MM 746A,WMED,13/12/2017 04:00,13/12/2017 05:35,13/12/2017 20:45,MSC,13/12/2017 07:00,3,IN
UASC AL KHOR NA 749R,NWC1,13/12/2017 17:42,14/12/2017 00:35,15/12/2017 01:50,HLC,14/12/2017 07:00,2,IN
JOAO DE SOLIS 001S,ALCT2,15/12/2017 03:00,15/12/2017 06:55,15/12/2017 14:55,ALI,15/12/2017 13:00,1,IN
MSC KRYSTAL UA 749R,USA-STRING,15/12/2017 04:00,15/12/2017 07:45,16/12/2017 00:35,MSC,15/12/2017 19:00,2,IN
LOG-IN RESILIENTE 013N,VITORIA,15/12/2017 16:00,15/12/2017 17:20,16/12/2017 08:20,MSC,16/12/2017 19:00,3,IN
BERNADETTE 748E,EXTRA CALL,15/12/2017 17:00,15/12/2017 19:35,16/12/2017 21:50,MOL,-,1,OUT
MAERSK LINS 1713,NEO BOSSA,15/12/2017 23:55,16/12/2017 05:45,17/12/2017 02:35,MAE,16/12/2017 01:00,2,IN
MERCOSUL SUAPE 1726,MERCO,16/12/2017 06:30,16/12/2017 11:50,16/12/2017 17:50,MER,16/12/2017 07:00,3,IN
MAERSK LABREA 1802,NEO BOSSA,16/12/2017 19:00,16/12/2017 21:10,18/12/2017 08:10,MAE,17/12/2017 01:00,3,IN
MSC JEONGMIN FI 748R,IPANE-ASAS,17/12/2017 07:00,17/12/2017 10:00,19/12/2017 04:20,MSC,14/12/2017 13:00,1,OUT
MOL ABIDJAN 745A,IPANE-ASAS,16/12/2017 21:30,17/12/2017 09:05,18/12/2017 12:45,MOL,17/12/2017 01:00,2,IN
MSC CADIZ UA 747A,USA-STRING,18/12/2017 06:45,18/12/2017 11:35,19/12/2017 10:10,MSC,18/12/2017 07:00,3,IN
MSC MELINE MM 750R,WMED,18/12/2017 08:36,18/12/2017 16:30,20/12/2017 08:15,MSC,19/12/2017 01:00,2,IN
UASC ZAMZAM NA 747A,NWC1,18/12/2017 22:06,19/12/2017 08:00,20/12/2017 09:45,HLC,19/12/2017 19:00,1,IN
MSC AZOV MM 747A,WMED,20/12/2017 01:00,20/12/2017 03:40,20/12/2017 17:15,MSC,20/12/2017 07:00,3,IN
AMERICO VESPUCIO 040S,ALCT2,20/12/2017 15:00,20/12/2017 21:40,21/12/2017 16:00,HAM,22/12/2017 13:00,2,IN
MAERSK LAGUNA 743E,IPANE-ASAS,19/12/2017 12:30,20/12/2017 23:00,22/12/2017 03:20,MAE,21/12/2017 13:00,1,IN
MSC PALAK NA 750R,NWC1,21/12/2017 22:30,22/12/2017 00:05,22/12/2017 22:15,MSC,21/12/2017 07:00,2,OUT
LOG-IN RESILIENTE 014N,VITORIA,22/12/2017 07:00,22/12/2017 08:45,23/12/2017 01:45,MSC,23/12/2017 19:00,3,IN
CMA CGM MAGDALENA 293 NSS,NEO BOSSA,22/12/2017 22:00,23/12/2017 07:55,24/12/2017 01:15,CMA,23/12/2017 01:00,1,IN
MAERSK LIMA 1802,NEO BOSSA,23/12/2017 04:30,23/12/2017 07:05,24/12/2017 05:25,MAE,24/12/2017 01:00,2,IN
MERCOSUL SANTOS 1726,MERCO,23/12/2017 07:00,23/12/2017 08:45,23/12/2017 16:45,MER,23/12/2017 07:00,3,IN
MSC GIULIA FI 746A,IPANE-ASAS,23/12/2017 20:00,23/12/2017 21:35,24/12/2017 18:40,MSC,24/12/2017 01:00,3,IN
MSC BARCELONA UA 750R,USA-STRING,26/12/2017 06:00,26/12/2017 07:20,27/12/2017 11:05,MSC,22/12/2017 19:00,3,OUT
MSC LILY NA 748A,NWC1,26/12/2017 08:00,26/12/2017 09:30,27/12/2017 10:20,MSC,26/12/2017 19:00,1,IN
MSC ADELAIDE MM 748A,WMED,26/12/2017 23:00,27/12/2017 00:40,27/12/2017 17:45,MSC,27/12/2017 07:00,2,IN
MSC AGADIR MM 751R,WMED,26/12/2017 23:06,27/12/2017 16:05,30/12/2017 01:15,MSC,26/12/2017 01:00,3,OUT
MOL LONDRINA 750B,IPANE-ASAS,26/12/2017 15:00,28/12/2017 07:10,30/12/2017 00:45,MOL,28/12/2017 13:00,1,IN
VICENTE PINZON 030S,ALCT2,28/12/2017 02:00,28/12/2017 23:50,29/12/2017 19:45,ALI,29/12/2017 13:00,2,IN
LOG-IN RESILIENTE 015N,VITORIA,29/12/2017 13:42,29/12/2017 23:50,30/12/2017 16:45,MSC,30/12/2017 19:00,2,IN
MAERSK LINS 1802,NEO BOSSA,30/12/2017 06:30,30/12/2017 08:20,31/12/2017 04:20,MAE,31/12/2017 01:00,1,IN
CZECH 0847S,IPANE-ASAS,30/12/2018 23:00,31/12/2018 01:30,1/1/2019 13:07,ONE,30/12/2018 01:00,3,OUT
CSAV TRAIGUEN MM851R,WMED,31/12/2018 05:54,1/1/2019 07:20,1/1/2019 19:20,HLC,1/1/2019 01:00,1,IN
MSC ARICA NA849A,NWC1,1/1/2019 08:00,1/1/2019 11:26,2/1/2019 07:44,MSC,1/1/2019 19:00,2,IN
MSC VITA MM849A,WMED,2/1/2019 03:00,2/1/2019 06:45,3/1/2019 00:45,MSC,2/1/2019 07:00,1,IN
CROATIA 0851N,IPANE-ASAS,2/1/2019 02:30,2/1/2019 19:56,3/1/2019 15:46,ONE,3/1/2019 13:00,2,IN
UASC AL KHOR NA852R,NWC1,3/1/2019 02:00,3/1/2019 04:04,3/1/2019 20:14,HLC,3/1/2019 07:00,1,IN
MSC ORIANE UA852R,USA-STRING,3/1/2019 17:00,3/1/2019 23:34,4/1/2019 16:38,MSC,4/1/2019 19:00,2,IN
MAERSK LABREA 1901,NEO BOSSA,4/1/2019 14:00,4/1/2019 15:31,5/1/2019 02:18,MAE,5/1/2019 01:00,1,IN
MSC NAOMI FI848A,IPANE-ASAS,5/1/2019 21:00,5/1/2019 22:43,6/1/2019 22:10,MSC,6/1/2019 01:00,1,IN
LOG-IN RESILIENTE 063N,VITORIA,5/1/2019 14:30,6/1/2019 01:42,6/1/2019 14:55,MSC,5/1/2019 19:00,2,IN
MSC AJACCIO MM852R,WMED,7/1/2019 02:00,7/1/2019 03:30,7/1/2019 16:40,MSC,8/1/2019 01:00,2,IN
BUXCOAST UA850A,USA-STRING,7/1/2019 04:30,7/1/2019 06:08,8/1/2019 00:12,MSC,7/1/2019 07:00,1,IN
UASC ZAMZAM NA850A,NWC1,8/1/2019 04:00,8/1/2019 05:50,8/1/2019 23:40,HLC,8/1/2019 19:00,2,IN
MONTE SARMIENTO 090S,ALCT2,9/1/2019 13:30,9/1/2019 14:55,10/1/2019 00:05,ALI,9/1/2019 19:00,1,IN
MSC PALAK NA901R,NWC1,10/1/2019 01:00,10/1/2019 02:35,10/1/2019 16:35,MSC,10/1/2019 07:00,3,IN
GRASMERE MAERSK 901E,IPANE-ASAS,8/1/2019 12:58,10/1/2019 10:08,11/1/2019 02:15,MAE,10/1/2019 13:00,1,IN
MSC MELINE MM850A,WMED,11/1/2019 00:00,11/1/2019 01:35,11/1/2019 15:36,MSC,9/1/2019 07:00,2,OUT
MSC MARIANNA UA901R,USA-STRING,10/1/2019 23:12,11/1/2019 05:55,11/1/2019 18:00,MSC,11/1/2019 19:00,3,IN
LOG-IN RESILIENTE 064N,VITORIA,11/1/2019 09:50,11/1/2019 14:36,12/1/2019 06:50,MSC,12/1/2019 19:00,1,IN
CMA CGM LITANI 0NS23S1MA,NEO BOSSA,12/1/2019 10:49,12/1/2019 13:30,13/1/2019 10:24,CMA,12/1/2019 01:00,2,OUT
CMA CGM RIO GRANDE 0NS20N1MA,NEO BOSSA,12/1/2019 01:22,12/1/2019 18:06,14/1/2019 06:40,CMA,13/1/2019 01:00,1,IN
MSC SARA ELENA FI849A,IPANE-ASAS,13/1/2019 20:00,13/1/2019 23:07,14/1/2019 18:30,MSC,21/1/2019 01:00,2,IN
CONTI LYON UA851A,USA-STRING,14/1/2019 04:00,14/1/2019 05:30,14/1/2019 22:40,MSC,14/1/2019 07:00,3,IN
MSC VITA MM901R,WMED,14/1/2019 11:00,14/1/2019 15:20,15/1/2019 09:46,MSC,15/1/2019 01:00,1,IN
MSC LILY NA851A,NWC1,14/1/2019 23:00,15/1/2019 02:05,15/1/2019 17:10,MSC,15/1/2019 19:00,3,IN
FERNÃO DE MAGALHÃES 057S,ALCT2,16/1/2019 12:00,16/1/2019 14:20,16/1/2019 23:50,ALI,16/1/2019 19:00,1,IN
CZECH 0901N,IPANE-ASAS,15/1/2019 10:00,16/1/2019 18:35,17/1/2019 15:10,ONE,17/1/2019 13:00,2,IN
MSC ARICA NA902R,NWC1,17/1/2019 05:00,17/1/2019 06:35,17/1/2019 23:10,MSC,17/1/2019 07:00,3,IN
MSC AGADIR MM851A,WMED,17/1/2019 09:00,17/1/2019 11:33,18/1/2019 07:40,MSC,16/1/2019 07:00,1,OUT
BUXCOAST UA902R,USA-STRING,18/1/2019 00:30,18/1/2019 03:00,18/1/2019 14:09,MSC,18/1/2019 19:00,2,IN
MAERSK LABREA 1902,NEO BOSSA,19/1/2019 21:00,19/1/2019 22:20,20/1/2019 18:12,MAE,20/1/2019 01:00,2,IN
MONTE PASCOAL 092S,UCLA,20/1/2019 05:00,20/1/2019 06:24,21/1/2019 05:15,HAM,20/1/2019 13:00,3,IN
MSC GISELLE FI850A,IPANE-ASAS,21/1/2019 01:00,21/1/2019 03:25,22/1/2019 01:18,MSC,21/1/2019 01:00,1,IN
CATHERINE C UA901A,USA-STRING,21/1/2019 04:00,21/1/2019 09:02,22/1/2019 02:15,MSC,21/1/2019 07:00,3,IN
